filenames,targets
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_0_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_0_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_12_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_12_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_12_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_12_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_12_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_12_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_20_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_20_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_20_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_20_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_20_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_20_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_28_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_28_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_28_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_28_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_28_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_28_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_117_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_117_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_117_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_117_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_117_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_117_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_129_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_129_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_129_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_129_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_129_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_129_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_137_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_137_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_137_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_137_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_137_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_137_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_145_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_145_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_145_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_145_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_145_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin7_145_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_39_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_39_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_39_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_39_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_39_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_39_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_51_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_51_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_51_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_51_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_51_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_51_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_59_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_59_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_59_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_59_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_59_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_59_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_67_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_67_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_67_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_67_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_67_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emin_67_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_160_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_160_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_160_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_160_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_160_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_160_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_173_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_173_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_173_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_173_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_173_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_173_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_191_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_191_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_191_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_191_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_191_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#5_191_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_197_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_197_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_197_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_197_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_197_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_197_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_217_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_217_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_217_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_217_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_217_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_217_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_225_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_225_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_225_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_225_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_225_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#7_225_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_243_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_243_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_243_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_243_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_243_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_243_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_248_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_248_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_248_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_248_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_248_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_248_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_262_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_262_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_262_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_262_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_262_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#hdim7_262_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_105_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_105_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_105_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_105_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_105_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_105_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_80_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_80_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_80_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_80_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_80_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_80_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_97_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_97_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_97_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_97_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_97_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj7_97_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_22_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_22_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_22_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_22_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_22_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_22_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_2_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_2_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_2_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_2_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_2_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_2_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_30_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_30_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_30_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_30_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_30_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#maj_30_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_119_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_119_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_119_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_119_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_119_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_119_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_139_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_139_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_139_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_139_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_139_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_139_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_147_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_147_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_147_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_147_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_147_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min7_147_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_41_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_41_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_41_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_41_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_41_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_41_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_61_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_61_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_61_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_61_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_61_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_61_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_69_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_69_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_69_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_69_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_69_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F#min_69_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_159_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_159_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_159_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_159_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_159_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_159_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_172_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_172_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_172_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_172_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_172_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_172_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_190_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_190_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_190_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_190_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_190_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F5_190_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_196_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_196_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_196_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_196_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_196_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_196_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_216_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_216_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_216_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_216_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_216_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_216_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_224_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_224_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_224_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_224_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_224_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,F7_224_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_242_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_242_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_242_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_242_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_242_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_242_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_247_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_247_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_247_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_247_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_247_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_247_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_259_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_259_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_259_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_259_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_259_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_259_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_261_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_261_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_261_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_261_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_261_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fhdim7_261_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fmaj7_104_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fmaj7_104_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fmaj7_104_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fmaj7_104_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fmaj7_104_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fmaj7_104_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fmaj7_116_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fmaj7_116_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fmaj7_116_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Fmaj7_116_3.wav
